Id,Title,Senior,Company,Location,Salary,Currency
1.0,AI Developer / Data Scientist,False,Algomine,Remote,13 440  - 25 200  PLN,PLN
2.0,Data Scientist,False,Addepto,Remote,18 480  - 28 560  PLN,PLN
3.0,Machine Learning Engineer -Data Scientis,False,OpenX,Remote,16 000  - 24 000  PLN,PLN
4.0,Senior Data Scientist,True,hubQuest,Remote,25 000  - 34 000  PLN,PLN
5.0,Senior AI Engineer,True,Link Group,Remote,27 000  - 30 000  PLN,PLN
6.0,Senior AI Engineer,True,Link Group,Remote,28 000  - 33 000  PLN,PLN
7.0,Junior AI Engineer,False,Lingaro,Remote,6 720  - 13 440  PLN,PLN
8.0,Senior Machine Learning Engineer,True,Grape Up,Remote,18 838  - 33 519  PLN,PLN
9.0,Technical Writer with Python,False,DevsData LLC,Remote,15 000  - 25 000  PLN,PLN
10.0,Remote Python Deep Learning Engineer,False,MX Labs,Remote,16 000  - 22 000  PLN,PLN
11.0,Machine Learning Engineer,False,Noble Systems Corporation,"Kraków, POL",10 700  - 17 600  PLN,PLN
12.0,Senior Machine Learning Engineer,True,S&amp;P Global,"Gdańsk, POL",16 000  - 21 000  PLN,PLN
13.0,"Data Analyst, AI Services",False,BRAINLY,Remote,9 000  - 15 000  PLN,PLN
14.0,STAŻ W DZIALE ENGINE,False,BILLON (Program Kariera),"Warszawa, POL",5 000  PLN,PLN
15.0,Python Machine Learning Engineer,False,Provectus,Remote,12 829  - 25 658  PLN,PLN
16.0,Remote Data Scientist,False,Varwise,Remote,26 000  - 30 000  PLN,PLN
17.0,ML/AI/Computer Vision Engineer,False,Pragmile,Remote,14 000  - 20 000  PLN,PLN
18.0,AI Researcher/Data Scientist,False,Link Group,Remote,23 500  - 32 500  PLN,PLN
19.0,Scala Developer,False,Link Group Sp. z o. o.,Remote,16 800  - 21 840  PLN,PLN
20.0,Machine Learning Engineer,False,Michael Page,Remote,20 000  - 40 000  PLN,PLN
21.0,Azure Data Engineer,False,AVENGA,Remote,25 200  - 26 880  PLN,PLN
22.0,Senior Machine Learning Engineer,True,Grape Up,Remote,19 100  - 34 000  PLN,PLN
23.0,Principal Deep Learning Engineer,False,Focal Systems,Remote,89 091  - 174 619  PLN,PLN
24.0,Senior Deep Learning Engineer,True,Focal Systems,Remote,71 273  - 114 037  PLN,PLN
25.0,Deep Learning Engineer,False,Focal Systems,Remote,42 763  - 71 273  PLN,PLN
26.0,Data Engineer,False,Avanade Poland,Remote,15 120  - 25 200  PLN,PLN
27.0,Machine Learning Researcher,False,RTB House,Remote,28 500  - 47 000  PLN,PLN
28.0,Machine Learning Engineer,False,RTB House,Remote,28 500  - 47 000  PLN,PLN
29.0,Remote Machine Learning Engineer,False,SoftwareMill,Remote,18 375  - 30 450  PLN,PLN
30.0,(Senior) ML Engineer/Python Developer,True,Objectivity,Remote,21 000  - 25 200  PLN,PLN
31.0,MLOps Engineer,False,MX Labs,Remote,16 000  - 22 000  PLN,PLN
32.0,Python Software Engineer|Program Kariera,False,Deepsense.ai (Program Kariera),"Warszawa, POL
 + 1",4 500  PLN,PLN
33.0,Junior MLOps Developer,False,QED Software,"Warszawa, POL
 + 1",7 000  - 12 000  PLN,PLN
34.0,Remote AI Developer,False,Spectre Solutions sp. z o.o.,Remote,12 000  - 22 000  PLN,PLN
35.0,Junior Remote Phyton Machine Engineer,False,VlogIT,Remote,8 000  - 12 000  PLN,PLN
36.0,Machine Learning Engineer (MLOps),False,Robotec.ai,"Warszawa, POL
 + 1",15 000  - 23 000  PLN,PLN
37.0,Product Technical Owner,False,GGPredict,"Warszawa, POL",16 000  - 21 000  PLN,PLN
38.0,Remote Machine Learning Resarcher,False,Mobica Limited,Remote,16 800  - 28 560  PLN,PLN
39.0,Scala Data Engineer,False,Devire,Remote,25 000  - 28 000  PLN,PLN
40.0,Data Scientist,False,Adform Sp. z o.o.,"Warsaw, POL",15 000  - 19 000  PLN,PLN
41.0,Senior Data Scientist,True,Adform Sp. z o.o.,"Warsaw, POL",21 000  - 25 000  PLN,PLN
42.0,AI/ML Expert,True,NOMATEN within Narodowe Centrum Badań Jądrowych,"Otwock, POL",10 000  - 17 500  PLN,PLN
43.0,Senior Data Scientist (A&amp;PC),True,hubQuest,Remote,29 000  - 37 000  PLN,PLN
44.0,Remote Python Machine Learning Engineer,False,DTiQ,Remote,10 000  - 14 000  PLN,PLN
45.0,Remote Data Scientist,False,AVENGA,Remote,15 120  - 26 880  PLN,PLN
46.0,Remote Data Engineer,False,Ringier Axel Springer Tech,Remote,10 100  - 16 900  PLN,PLN
47.0,Trainee AI Engineer,False,Lingaro,Remote,4 200  - 6 720  PLN,PLN
48.0,Natural Language Processing  Engineer,False,Cognitiva,Remote,16 000  - 20 000  PLN,PLN
49.0,Junior Cloud Engineer,False,Reply Polska,Remote,5 000  - 7 000  PLN,PLN
50.0,Junior Data Scientist,False,S&amp;P Global,Remote,10 000  - 13 000  PLN,PLN
51.0,Junior Real-Time Software Engineer,False,Reply Polska,"Katowice, POL",5 000  - 9 000  PLN,PLN
52.0,Computer Vision Data Scientist,False,"Secret Sauce Partners, Inc.",Remote,11 608  - 20 894  PLN,PLN
