Id,Title,Senior,Company,Location,Salary,Currency
1.0,Senior Machine Learning Engineer,True,RTB House,Zdalnie  + 1,30 200  – 40 300  PLN,PLN
2.0,Regular / Senior Data Scientist,True,hubQuest,Zdalnie  + 1,20 000  – 28 500  PLN,PLN
3.0,Cloud Dev Engineer,False,ERGO Technology &amp; Services,Zdalnie  + 2,16 000  – 26 000  PLN,PLN
4.0,Cloud Automation Engineer,False,ERGO Technology &amp; Services,Zdalnie  + 2,16 000  – 26 000  PLN,PLN
5.0,Data Analyst/ Scientist,False,Algomine,Zdalnie  + 1,13 440  – 21 840  PLN,PLN
6.0,Data Scientist,False,3Soft S.A.,"Katowice , PL",7 000  – 10 000  PLN,PLN
7.0,Machine Learning Engineer,False,Tooploox,Zdalnie  + 2,13 000  – 19 000  PLN,PLN
8.0,Senior Machine Learning Engineer,True,Tooploox,Zdalnie  + 2,18 000  – 26 000  PLN,PLN
9.0,Junior Cloud Engineer,False,Reply Polska,Zdalnie,5 000  – 9 000  PLN,PLN
10.0,Machine Learning Ops Engineer,False,Silent Eight,Zdalnie,12 000  – 18 000  PLN,PLN
11.0,Senior MLOps Engineer,True,Avenga,Zdalnie,26 880  – 31 920  PLN,PLN
12.0,Regular/ Senior Python Developer,True,Objectivity,Zdalnie  + 2,15 960  – 25 872  PLN,PLN
13.0,Machine Learning Engineer,False,unstructured.io,Zdalnie,39 312  – 51 072  PLN,PLN
14.0,Machine Learning Engineer/Data Scientist,False,LoopMe,"Kraków , PL",16 000  – 18 000  PLN,PLN
15.0,Cloud Solutions Architect,False,Grape Up,"Kraków , PL  + 2",22 100  – 35 700  PLN,PLN
16.0,Data Scientist,False,Avenga,Zdalnie  + 1,24 360  – 27 720  PLN,PLN
17.0,Junior Data Scientist,False,EMPIK S. A.,"Warszawa , PL",4 000  – 8 000  PLN,PLN
18.0,Data Engineer,False,Unit8 SA,"Kraków , PL  + 1",22 000  – 26 000  PLN,PLN
19.0,Machine Learning Lead Engineer,True,RTB House,Zdalnie  + 1,40 300  – 50 400  PLN,PLN
20.0,Python Developer / ML Engineer,False,hubQuest,Zdalnie  + 1,20 000  – 27 000  PLN,PLN
21.0,Data Scientist,False,TKH Technology Poland,"Poznań , PL  + 1",16 800  – 20 160  PLN,PLN
22.0,Senior MLOps Engineer,True,GetInData,Zdalnie  + 1,25 200  – 31 920  PLN,PLN
23.0,Senior Machine Learning Engineer,True,Devire,"Warszawa , PL",21 840  – 26 880  PLN,PLN
24.0,Machine Learning Engineer,False,Metrosoft,"Kraków , PL",25 000  – 35 000  PLN,PLN
25.0,Remote Software Architect,False,Hyland,Zdalnie  + 5,28 800  – 33 600  PLN,PLN
